Country_ID,Country,Item,Element,Unit,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020
247,European Union (27),Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),kilotonnes,209931.4 ,205153.1 ,202207.6 ,198317.6 ,195956.6 ,193593.4 ,191887.4 ,192614.1 ,192244.6 ,190261.4 ,187862.3 ,183338.6 ,183060.7 ,183278.2 ,184819.1 ,186175.6 ,186445.9 ,185271.9 ,181502.8 ,179839.4 ,178528.1 
247,European Union (27),Enteric Fermentation,Emissions (CO2eq) from CH4 (AR5),kilotonnes,199958.7 ,198674.7 ,194812.5 ,193118.7 ,189957.4 ,189576.2 ,188447.0 ,189433.0 ,188491.1 ,186729.8 ,184668.9 ,182419.7 ,182443.2 ,183249.4 ,184590.8 ,186349.2 ,187094.3 ,187310.2 ,186374.9 ,184593.4 ,184225.3 
247,European Union (27),Enteric Fermentation,Emissions (CO2eq) (AR5),kilotonnes,209931.4 ,205153.1 ,202207.6 ,198317.6 ,195956.6 ,193593.4 ,191887.4 ,192614.1 ,192244.6 ,190261.4 ,187862.3 ,183338.6 ,183060.7 ,183278.2 ,184819.1 ,186175.6 ,186445.9 ,185271.9 ,181502.8 ,179839.4 ,178528.1 
247,European Union (27),Enteric Fermentation,Emissions (CO2eq) (AR5),kilotonnes,199958.7 ,198674.7 ,194812.5 ,193118.7 ,189957.4 ,189576.2 ,188447.0 ,189433.0 ,188491.1 ,186729.8 ,184668.9 ,182419.7 ,182443.2 ,183249.4 ,184590.8 ,186349.2 ,187094.3 ,187310.2 ,186374.9 ,184593.4 ,184225.3 
247,European Union (27),Manure Management,Emissions (CH4),kilotonnes,1961.8 ,1937.8 ,1936.2 ,1919.9 ,1909.7 ,1906.0 ,1901.5 ,1913.0 ,1892.2 ,1872.0 ,1864.3 ,1835.8 ,1822.9 ,1817.7 ,1837.2 ,1854.2 ,1850.3 ,1850.5 ,1836.7 ,1826.7 ,1835.9 
247,European Union (27),Manure Management,Emissions (CH4),kilotonnes,1683.5 ,1693.1 ,1683.2 ,1693.2 ,1663.7 ,1615.7 ,1606.4 ,1608.5 ,1560.1 ,1564.5 ,1480.3 ,1503.8 ,1470.8 ,1450.0 ,1484.2 ,1499.5 ,1479.1 ,1491.9 ,1489.7 ,1483.8 ,1498.8 
247,European Union (27),Manure Management,Emissions (N2O),kilotonnes,72.7 ,71.5 ,71.4 ,70.1 ,69.2 ,68.7 ,68.3 ,68.7 ,68.3 ,67.5 ,67.3 ,65.8 ,65.4 ,65.6 ,66.1 ,66.7 ,66.8 ,66.6 ,65.6 ,65.1 ,65.0 
247,European Union (27),Manure Management,Emissions (N2O),kilotonnes,72.2 ,72.1 ,71.4 ,70.8 ,70.0 ,70.1 ,69.6 ,70.2 ,69.0 ,67.9 ,66.8 ,65.8 ,65.2 ,64.8 ,65.0 ,65.6 ,65.5 ,65.6 ,65.8 ,64.7 ,64.8 
247,European Union (27),Manure Management,Emissions (CO2eq) from CH4 (AR5),kilotonnes,54930.7 ,54257.7 ,54213.8 ,53758.6 ,53470.2 ,53368.8 ,53242.2 ,53565.2 ,52981.4 ,52414.8 ,52201.3 ,51403.0 ,51040.0 ,50896.7 ,51442.0 ,51916.6 ,51809.7 ,51813.1 ,51427.8 ,51147.7 ,51406.4 
247,European Union (27),Manure Management,Emissions (CO2eq) from CH4 (AR5),kilotonnes,47137.1 ,47406.5 ,47129.5 ,47410.0 ,46583.6 ,45238.5 ,44980.2 ,45037.6 ,43683.5 ,43806.5 ,41448.7 ,42107.8 ,41181.1 ,40599.5 ,41558.1 ,41987.2 ,41414.4 ,41772.3 ,41712.4 ,41545.9 ,41965.9 
247,European Union (27),Manure Management,Emissions (CO2eq) from N2O (AR5),kilotonnes,19272.1 ,18945.0 ,18913.0 ,18570.9 ,18338.4 ,18206.3 ,18107.0 ,18206.9 ,18093.2 ,17882.5 ,17829.1 ,17436.0 ,17330.1 ,17374.3 ,17521.6 ,17684.8 ,17698.3 ,17639.3 ,17379.7 ,17261.7 ,17234.1 
247,European Union (27),Manure Management,Emissions (CO2eq) from N2O (AR5),kilotonnes,19135.5 ,19119.6 ,18909.2 ,18760.3 ,18554.1 ,18583.6 ,18443.7 ,18590.6 ,18298.1 ,18005.2 ,17711.4 ,17446.5 ,17282.2 ,17181.0 ,17212.1 ,17397.2 ,17349.5 ,17393.9 ,17447.5 ,17135.3 ,17169.8 
247,European Union (27),Manure Management,Emissions (CO2eq) (AR5),kilotonnes,74202.8 ,73202.7 ,73126.8 ,72329.5 ,71808.7 ,71575.1 ,71349.3 ,71772.1 ,71074.6 ,70297.3 ,70030.5 ,68839.0 ,68370.1 ,68271.1 ,68963.6 ,69601.4 ,69508.1 ,69452.3 ,68807.5 ,68409.4 ,68640.5 
247,European Union (27),Manure Management,Emissions (CO2eq) (AR5),kilotonnes,66272.6 ,66526.1 ,66038.7 ,66170.3 ,65137.7 ,63822.1 ,63423.9 ,63628.2 ,61981.6 ,61811.7 ,59160.0 ,59554.3 ,58463.3 ,57780.5 ,58770.2 ,59384.4 ,58763.9 ,59166.2 ,59159.9 ,58681.2 ,59135.7 
247,European Union (27),Manure left on Pasture,Direct emissions (N2O),kilotonnes,69.1 ,67.1 ,66.3 ,65.2 ,64.5 ,63.8 ,63.2 ,63.3 ,62.9 ,62.3 ,61.4 ,59.9 ,59.5 ,59.4 ,59.6 ,60.1 ,60.2 ,59.9 ,58.4 ,57.9 ,57.5 
247,European Union (27),Manure left on Pasture,Indirect emissions (N2O),kilotonnes,19.6 ,18.9 ,18.7 ,18.4 ,18.2 ,18.1 ,17.9 ,17.9 ,17.7 ,17.5 ,17.2 ,16.8 ,16.6 ,16.5 ,16.5 ,16.7 ,16.7 ,16.6 ,16.1 ,16.0 ,15.9 
247,European Union (27),Manure left on Pasture,Emissions (N2O),kilotonnes,88.7 ,85.9 ,84.9 ,83.6 ,82.7 ,81.9 ,81.1 ,81.1 ,80.5 ,79.8 ,78.6 ,76.7 ,76.1 ,75.9 ,76.1 ,76.8 ,76.9 ,76.6 ,74.5 ,73.8 ,73.4 
247,European Union (27),Manure left on Pasture,Emissions (CO2eq) from N2O (AR5),kilotonnes,23508.5 ,22774.3 ,22511.2 ,22147.8 ,21914.2 ,21691.0 ,21486.8 ,21504.5 ,21337.7 ,21142.5 ,20835.4 ,20316.5 ,20153.9 ,20116.9 ,20167.3 ,20351.9 ,20382.6 ,20287.3 ,19753.3 ,19570.0 ,19445.2 
247,European Union (27),Manure left on Pasture,Emissions (CO2eq) (AR5),kilotonnes,23508.5 ,22774.3 ,22511.2 ,22147.8 ,21914.2 ,21691.0 ,21486.8 ,21504.5 ,21337.7 ,21142.5 ,20835.4 ,20316.5 ,20153.9 ,20116.9 ,20167.3 ,20351.9 ,20382.6 ,20287.3 ,19753.3 ,19570.0 ,19445.2 
247,European Union (27),Manure applied to Soils,Direct emissions (N2O),kilotonnes,79.7 ,78.5 ,78.9 ,77.4 ,76.5 ,76.1 ,75.8 ,76.3 ,75.7 ,74.9 ,75.0 ,73.5 ,73.0 ,73.2 ,73.7 ,74.6 ,74.7 ,74.6 ,73.6 ,73.3 ,73.2 
247,European Union (27),Manure applied to Soils,Direct emissions (N2O),kilotonnes,71.5 ,71.1 ,69.9 ,69.3 ,68.1 ,68.2 ,67.8 ,68.3 ,67.1 ,66.3 ,65.3 ,64.7 ,64.5 ,65.0 ,65.5 ,66.0 ,66.0 ,66.5 ,66.7 ,65.5 ,65.8 
247,European Union (27),Manure applied to Soils,Indirect emissions (N2O),kilotonnes,33.9 ,33.4 ,33.5 ,32.9 ,32.5 ,32.4 ,32.2 ,32.4 ,32.2 ,31.8 ,31.9 ,31.2 ,31.0 ,31.1 ,31.3 ,31.7 ,31.8 ,31.7 ,31.3 ,31.1 ,31.1 
247,European Union (27),Manure applied to Soils,Emissions (N2O),kilotonnes,113.6 ,111.8 ,112.5 ,110.3 ,109.0 ,108.5 ,108.0 ,108.7 ,107.9 ,106.8 ,106.9 ,104.7 ,104.0 ,104.3 ,105.1 ,106.3 ,106.5 ,106.3 ,105.0 ,104.4 ,104.4 
247,European Union (27),Manure applied to Soils,Emissions (N2O),kilotonnes,71.5 ,71.1 ,69.9 ,69.3 ,68.1 ,68.2 ,67.8 ,68.3 ,67.1 ,66.3 ,65.3 ,64.7 ,64.5 ,65.0 ,65.5 ,66.0 ,66.0 ,66.5 ,66.7 ,65.5 ,65.8 
247,European Union (27),Manure applied to Soils,Emissions (CO2eq) from N2O (AR5),kilotonnes,30111.5 ,29635.1 ,29806.1 ,29229.7 ,28888.1 ,28754.8 ,28626.0 ,28807.5 ,28582.0 ,28292.4 ,28335.4 ,27748.1 ,27548.6 ,27636.5 ,27843.5 ,28162.6 ,28216.1 ,28179.5 ,27811.8 ,27662.8 ,27652.8 
247,European Union (27),Manure applied to Soils,Emissions (CO2eq) from N2O (AR5),kilotonnes,18942.2 ,18850.5 ,18514.6 ,18362.3 ,18050.4 ,18071.4 ,17974.2 ,18101.1 ,17772.8 ,17571.7 ,17302.4 ,17148.4 ,17092.9 ,17222.9 ,17346.0 ,17488.9 ,17492.0 ,17622.7 ,17665.1 ,17369.1 ,17443.1 
247,European Union (27),Manure applied to Soils,Emissions (CO2eq) (AR5),kilotonnes,30111.5 ,29635.1 ,29806.1 ,29229.7 ,28888.1 ,28754.8 ,28626.0 ,28807.5 ,28582.0 ,28292.4 ,28335.4 ,27748.1 ,27548.6 ,27636.5 ,27843.5 ,28162.6 ,28216.1 ,28179.5 ,27811.8 ,27662.8 ,27652.8 
247,European Union (27),Manure applied to Soils,Emissions (CO2eq) (AR5),kilotonnes,18942.2 ,18850.5 ,18514.6 ,18362.3 ,18050.4 ,18071.4 ,17974.2 ,18101.1 ,17772.8 ,17571.7 ,17302.4 ,17148.4 ,17092.9 ,17222.9 ,17346.0 ,17488.9 ,17492.0 ,17622.7 ,17665.1 ,17369.1 ,17443.1 
247,European Union (27),Synthetic Fertilizers,Direct emissions (N2O),kilotonnes,159.4 ,158.8 ,156.7 ,164.6 ,159.7 ,153.6 ,152.6 ,163.2 ,148.6 ,139.4 ,150.1 ,147.2 ,150.9 ,155.7 ,158.9 ,162.4 ,162.3 ,165.3 ,157.4 ,155.1 ,154.2 
247,European Union (27),Synthetic Fertilizers,Direct emissions (N2O),kilotonnes,157.7 ,155.8 ,150.3 ,151.0 ,152.1 ,145.6 ,145.5 ,149.0 ,143.9 ,136.4 ,140.3 ,140.5 ,143.2 ,146.5 ,148.9 ,151.3 ,152.9 ,156.1 ,154.1 ,148.2 ,150.3 
247,European Union (27),Synthetic Fertilizers,Indirect emissions (N2O),kilotonnes,51.8 ,51.6 ,50.9 ,53.5 ,51.9 ,49.9 ,49.6 ,53.0 ,48.3 ,45.3 ,48.8 ,47.9 ,49.0 ,50.6 ,51.7 ,52.8 ,52.8 ,53.7 ,51.2 ,50.4 ,50.1 
247,European Union (27),Synthetic Fertilizers,Emissions (N2O),kilotonnes,211.2 ,210.4 ,207.6 ,218.1 ,211.6 ,203.6 ,202.2 ,216.3 ,196.9 ,184.7 ,198.8 ,195.1 ,199.9 ,206.3 ,210.6 ,215.2 ,215.1 ,219.0 ,208.6 ,205.6 ,204.3 
247,European Union (27),Synthetic Fertilizers,Emissions (N2O),kilotonnes,157.7 ,155.8 ,150.3 ,151.0 ,152.1 ,145.6 ,145.5 ,149.0 ,143.9 ,136.4 ,140.3 ,140.5 ,143.2 ,146.5 ,148.9 ,151.3 ,152.9 ,156.1 ,154.1 ,148.2 ,150.3 
247,European Union (27),Synthetic Fertilizers,Emissions (CO2eq) from N2O (AR5),kilotonnes,55972.5 ,55756.6 ,55027.2 ,57785.2 ,56076.6 ,53944.4 ,53570.5 ,57309.6 ,52184.1 ,48947.1 ,52687.1 ,51698.5 ,52976.2 ,54664.2 ,55806.2 ,57039.1 ,57005.1 ,58036.0 ,55266.1 ,54476.9 ,54137.2 
247,European Union (27),Synthetic Fertilizers,Emissions (CO2eq) from N2O (AR5),kilotonnes,41786.9 ,41275.2 ,39840.7 ,40014.8 ,40301.6 ,38576.1 ,38546.7 ,39490.0 ,38146.0 ,36138.4 ,37189.8 ,37226.2 ,37946.7 ,38824.3 ,39467.9 ,40106.3 ,40510.0 ,41375.0 ,40827.8 ,39268.7 ,39817.4 
247,European Union (27),Synthetic Fertilizers,Emissions (CO2eq) (AR5),kilotonnes,55972.5 ,55756.6 ,55027.2 ,57785.2 ,56076.6 ,53944.4 ,53570.5 ,57309.6 ,52184.1 ,48947.1 ,52687.1 ,51698.5 ,52976.2 ,54664.2 ,55806.2 ,57039.1 ,57005.1 ,58036.0 ,55266.1 ,54476.9 ,54137.2 
247,European Union (27),Synthetic Fertilizers,Emissions (CO2eq) (AR5),kilotonnes,41786.9 ,41275.2 ,39840.7 ,40014.8 ,40301.6 ,38576.1 ,38546.7 ,39490.0 ,38146.0 ,36138.4 ,37189.8 ,37226.2 ,37946.7 ,38824.3 ,39467.9 ,40106.3 ,40510.0 ,41375.0 ,40827.8 ,39268.7 ,39817.4 
247,European Union (27),Drained organic soils,Emissions (CO2eq) (AR5),kilotonnes,158772.9 ,158760.7 ,158590.4 ,158307.7 ,158403.7 ,158730.3 ,158889.1 ,159094.5 ,159303.7 ,159550.8 ,160110.2 ,160599.7 ,160756.6 ,160783.3 ,160668.4 ,160677.7 ,160397.1 ,160633.9 ,161691.0 ,161967.1 ,162172.4 
247,European Union (27),Drained organic soils,Emissions (CO2eq) (AR5),kilotonnes,13374.5 ,13277.1 ,13203.3 ,13140.0 ,13100.4 ,13076.2 ,13139.2 ,13171.7 ,13220.9 ,13214.1 ,13151.5 ,13173.9 ,13116.1 ,13093.8 ,13119.3 ,13110.0 ,13085.8 ,13092.7 ,13078.2 ,13061.1 ,13060.1 
247,European Union (27),Drained organic soils (CO2),Emissions (CO2),kilotonnes,133855.3 ,133844.8 ,133701.9 ,133463.5 ,133544.4 ,133819.5 ,133953.3 ,134126.0 ,134302.2 ,134510.4 ,134981.7 ,135393.8 ,135526.0 ,135548.4 ,135451.3 ,135459.1 ,135221.7 ,135420.9 ,136311.0 ,136545.0 ,136717.9 
247,European Union (27),Drained organic soils (CO2),Emissions (CO2),kilotonnes,1787.8 ,1716.2 ,1656.3 ,1604.2 ,1569.2 ,1564.4 ,1618.5 ,1673.5 ,1737.1 ,1772.9 ,1753.5 ,1796.9 ,1750.6 ,1741.8 ,1767.4 ,1769.9 ,1770.6 ,1795.5 ,1798.7 ,1791.7 ,1800.2 
247,European Union (27),Drained organic soils (CO2),Emissions (CO2eq) (AR5),kilotonnes,133855.3 ,133844.8 ,133701.9 ,133463.5 ,133544.4 ,133819.5 ,133953.3 ,134126.0 ,134302.2 ,134510.4 ,134981.7 ,135393.8 ,135526.0 ,135548.4 ,135451.3 ,135459.1 ,135221.7 ,135420.9 ,136311.0 ,136545.0 ,136717.9 
247,European Union (27),Drained organic soils (CO2),Emissions (CO2eq) (AR5),kilotonnes,1787.8 ,1716.2 ,1656.3 ,1604.2 ,1569.2 ,1564.4 ,1618.5 ,1673.5 ,1737.1 ,1772.9 ,1753.5 ,1796.9 ,1750.6 ,1741.8 ,1767.4 ,1769.9 ,1770.6 ,1795.5 ,1798.7 ,1791.7 ,1800.2 
247,European Union (27),Drained organic soils (N2O),Emissions (N2O),kilotonnes,94.0 ,94.0 ,93.9 ,93.8 ,93.8 ,94.0 ,94.1 ,94.2 ,94.3 ,94.5 ,94.8 ,95.1 ,95.2 ,95.2 ,95.2 ,95.2 ,95.0 ,95.1 ,95.8 ,95.9 ,96.1 
247,European Union (27),Drained organic soils (N2O),Emissions (N2O),kilotonnes,43.7 ,43.6 ,43.6 ,43.5 ,43.5 ,43.4 ,43.5 ,43.4 ,43.3 ,43.2 ,43.0 ,42.9 ,42.9 ,42.8 ,42.8 ,42.8 ,42.7 ,42.6 ,42.6 ,42.5 ,42.5 
247,European Union (27),Drained organic soils (N2O),Emissions (CO2eq) from N2O (AR5),kilotonnes,24917.5 ,24915.8 ,24888.5 ,24844.2 ,24859.3 ,24910.8 ,24935.8 ,24968.5 ,25001.5 ,25040.4 ,25128.5 ,25205.9 ,25230.6 ,25234.9 ,25217.0 ,25218.6 ,25175.4 ,25213.0 ,25380.0 ,25422.1 ,25454.6 
247,European Union (27),Drained organic soils (N2O),Emissions (CO2eq) from N2O (AR5),kilotonnes,11586.7 ,11560.9 ,11547.0 ,11535.8 ,11531.2 ,11511.8 ,11520.7 ,11498.2 ,11483.9 ,11441.1 ,11398.1 ,11377.1 ,11365.5 ,11352.1 ,11351.9 ,11340.0 ,11315.2 ,11297.1 ,11279.5 ,11269.4 ,11259.9 
247,European Union (27),Drained organic soils (N2O),Emissions (CO2eq) (AR5),kilotonnes,24917.5 ,24915.8 ,24888.5 ,24844.2 ,24859.3 ,24910.8 ,24935.8 ,24968.5 ,25001.5 ,25040.4 ,25128.5 ,25205.9 ,25230.6 ,25234.9 ,25217.0 ,25218.6 ,25175.4 ,25213.0 ,25380.0 ,25422.1 ,25454.6 
247,European Union (27),Drained organic soils (N2O),Emissions (CO2eq) (AR5),kilotonnes,11586.7 ,11560.9 ,11547.0 ,11535.8 ,11531.2 ,11511.8 ,11520.7 ,11498.2 ,11483.9 ,11441.1 ,11398.1 ,11377.1 ,11365.5 ,11352.1 ,11351.9 ,11340.0 ,11315.2 ,11297.1 ,11279.5 ,11269.4 ,11259.9 
247,European Union (27),On-farm energy use,Emissions (CH4),kilotonnes,34.1 ,37.2 ,31.7 ,30.7 ,30.9 ,32.0 ,34.5 ,33.6 ,34.7 ,32.9 ,35.7 ,33.0 ,33.4 ,32.6 ,30.5 ,28.5 ,30.0 ,29.5 ,29.1 ,28.8 ,28.8 
247,European Union (27),On-farm energy use,Emissions (N2O),kilotonnes,22.1 ,21.5 ,21.3 ,21.7 ,22.0 ,22.1 ,20.6 ,20.1 ,19.8 ,19.3 ,19.1 ,18.7 ,17.9 ,18.3 ,18.0 ,18.3 ,18.6 ,18.8 ,19.3 ,19.6 ,19.6 
